T_V [keV],dR/dT [v / keV s] Quench Gauss Eff
2.9887705110917857e-06,712.6062367291477
3.782390370427704e-06,713.1408944414862
4.787419248342487e-06,711.1601432486298
6.060576414096336e-06,707.612351849059
7.674037145915074e-06,702.9359218887016
9.71978423292678e-06,697.192836808732
1.231526446037014e-05,690.2370874302177
1.561078491730011e-05,681.873656459849
1.979925040453223e-05,671.8918352540649
2.512908229091798e-05,660.0608946952042
3.192150511104408e-05,646.1537726814782
4.059389036164197e-05,629.8958794247342
5.169158053800786e-05,610.9396509198282
6.593168517516132e-05,588.9888922705486
8.426389101054711e-05,563.9150276790114
0.0001079555592453,535.7795717951064
0.0001387115539208,504.7669304349318
0.0001788436792271,471.29985144252345
0.00023151067713,436.0357601758398
0.0003010578616541,399.6808452199177
0.0003934960684692,363.0195727797187
0.0005171731301522,326.96736819585874
0.0006837081286164,292.10436945712615
0.0009092801911415,258.76615055892347
0.0012163913613815,227.41787458329344
0.0016362601746346,198.74883743994067
0.0022120537213967,173.16718690611057
0.0030032375261584,150.94604018264295
0.0040914221124434,132.20783782337816
0.0055882214186897,117.16162306063617
0.0076458217896549,105.83602109233084
0.0104712050186403,97.38784384926444
0.0143452944980163,90.95939625046864
0.019648727776985,85.53048153200103
0.0268965402479354,79.70864043695428
0.0367848254852086,71.72570361944533
0.0502534880042859,60.348612010507026
0.0685706179060328,46.15407746801349
0.0934459205917607,31.635992081073393
0.1271831994804213,19.46675781715833
0.1728853470308003,10.81013361489195
0.234729963616967,5.387958390776934
0.3183400219730473,2.363800285549148
0.4312825082727948,0.8869263579200275
0.5837394919672924,0.27493774842724855
0.7894116879230196,0.06763997784234808
1.0667357582849708,0.012590290098742324
1.4405253914393457,0.0016715790721299809
1.944185388797396,0.00014699777521829448
2.6227014452577686,7.737997911083512e-06
