,N-Bins in keV,Mean Diferential Rates Q.F. Lindhard,Mean Diferential Rates Q.F. Sarkis,Mean Total Rate Q.F. Lindhard,Mean Total Rate Q.F. Sarkis,Mean Total Rate Background,Total Rate Events Expected Q.F. Lindhard,Total Rate Events Expected Q.F. Sarkis,Integral of the rate Background
0,0.015,84.85979330032909,75.08339562552392,2.9700927655115184,2.6279188468933374,121.79999999976228,10.265423271826934,7.156171082811179,1478.999999997113
1,0.05,41.55592717515078,27.591131533286656,5.4022705327696015,3.5868470993272656,452.399999999117,,,
2,0.18,10.879389061603822,5.6098572123816215,1.4143205780084969,0.7292814376096108,452.399999999117,,,
3,0.31,3.6826118106905144,1.6317221454492818,0.4787395353897669,0.21212387890840664,452.399999999117,,,
4,0.44,,,,,,,,
