T_V [keV],dR/dT [v / keV s] Quench Gauss
2.9887705110917857e-06,1.658111237604045e-26
3.782390370427704e-06,1.6593331657443812e-26
4.787419248342487e-06,1.6546531322714642e-26
6.060576414096336e-06,1.646267550878229e-26
7.674037145915074e-06,1.6351925536901053e-26
9.71978423292678e-06,1.6215730069646246e-26
1.231526446037014e-05,1.6050674989056295e-26
1.561078491730011e-05,1.585210051810518e-26
1.979925040453223e-05,1.561493938940877e-26
2.512908229091798e-05,1.533363004406188e-26
3.192150511104408e-05,1.500266874143031e-26
4.059389036164197e-05,1.461540039526478e-26
5.169158053800786e-05,1.4163442964390064e-26
6.593168517516132e-05,1.3639607067658013e-26
8.426389101054711e-05,1.3040620742353527e-26
0.0001079555592453,1.23676448006653e-26
0.0001387115539208,1.1624703645626304e-26
0.0001788436792271,1.0821366607086518e-26
0.00023151067713,9.972612258758164e-27
0.0003010578616541,9.094476195159143e-27
0.0003934960684692,8.204713369007675e-27
0.0005171731301522,7.323934145841237e-27
0.0006837081286164,6.46497389021753e-27
0.0009092801911415,5.635274073112992e-27
0.0012163913613815,4.845507577176027e-27
0.0016362601746346,4.111284456815735e-27
0.0022120537213967,3.441872155609985e-27
0.0030032375261584,2.8433804150089512e-27
0.0040914221124434,2.3183830687644925e-27
0.0055882214186897,1.8697998194295785e-27
0.0076458217896549,1.4954294298301804e-27
0.0104712050186403,1.1804336723690172e-27
0.0143452944980163,9.151093374343636e-28
0.019648727776985,6.937019776413325e-28
0.0268965402479354,5.120643274575802e-28
0.0367848254852086,3.6591249593862165e-28
0.0502534880042859,2.513805631593879e-28
0.0685706179060328,1.6474859976589891e-28
0.0934459205917607,1.0203310400103987e-28
0.1271831994804213,5.902842556390788e-29
0.1728853470308003,3.1448647286653353e-29
0.234729963616967,1.5161520741308324e-29
0.3183400219730473,6.472324876760496e-30
0.4312825082727948,2.381657649629307e-30
0.5837394919672924,7.306703730703203e-31
0.7894116879230196,1.7932508736067238e-31
1.0667357582849708,3.345364146506976e-32
1.4405253914393457,4.454387871983644e-33
1.944185388797396,3.917751019694737e-34
2.6227014452577686,2.051990545141321e-35
