,N-Bins in keV,Mean Diferential Rates Q.F. Lindhard,Mean Diferential Rates Q.F. Sarkis,Mean Total Rate Q.F. Lindhard,Mean Total Rate Q.F. Sarkis,Mean Total Rate Background,Total Rate Events Expected Q.F. Lindhard,Total Rate Events Expected Q.F. Sarkis,Integral of the rate Background
0,0.015,301.3213328524933,267.3584353650195,10.546246649837267,9.357545237775684,121.79999999976228,36.67976375917606,25.637569559929098,1478.999999997113
1,0.05,148.46136238146246,98.95660873934592,19.29997710959012,12.86435913611497,452.399999999117,,,
2,0.18,39.20635452323687,20.321000436880325,5.096826088020793,2.6417300567944424,452.399999999117,,,
3,0.31,13.359341582537953,5.953352082285844,1.736714405729934,0.7739357706971597,452.399999999117,,,
4,0.44,,,,,,,,
