T_V [keV],dR/dT [v / keV s] Quench Gauss Eff
2.9887705110917857e-06,2513.449624120463
3.782390370427704e-06,2515.4517911150647
4.787419248342487e-06,2508.546445044333
6.060576414096336e-06,2496.0720473406677
7.674037145915074e-06,2479.5805021230967
9.71978423292678e-06,2459.305740790467
1.231526446037014e-05,2434.7475726297985
1.561078491730011e-05,2405.2204915493635
1.979925040453223e-05,2369.9812529823294
2.512908229091798e-05,2328.216137551707
3.192150511104408e-05,2279.125092905226
4.059389036164197e-05,2221.7381415921886
5.169158053800786e-05,2154.8268856733343
6.593168517516132e-05,2077.3464452150774
8.426389101054711e-05,1988.8486132795788
0.0001079555592453,1889.5598626619167
0.0001387115539208,1780.1411814716646
0.0001788436792271,1662.097534103801
0.00023151067713,1537.761749815384
0.0003010578616541,1409.6311798192864
0.0003934960684692,1280.4728951384832
0.0005171731301522,1153.5131175785423
0.0006837081286164,1030.7786536907786
0.0009092801911415,913.4224938479811
0.0012163913613815,803.067419545701
0.0016362601746346,702.1441580408809
0.0022120537213967,612.0881507650884
0.0030032375261584,533.8615445069906
0.0040914221124434,467.89968419863516
0.0055882214186897,414.9499765634707
0.0076458217896549,375.1295897221288
0.0104712050186403,345.46508144797957
0.0143452944980163,322.9478652709827
0.019648727776985,303.9966044759963
0.0268965402479354,283.6668546219694
0.0367848254852086,255.64319862106396
0.0502534880042859,215.47907158597164
0.0685706179060328,165.14774903525102
0.0934459205917607,113.48618373595582
0.1271831994804213,70.0420746900258
0.1728853470308003,39.03343382574649
0.234729963616967,19.53595760912134
0.3183400219730473,8.612043721565234
0.4312825082727948,3.2489004764277807
0.5837394919672924,1.0130723264468275
0.7894116879230196,0.2507347253077943
1.0667357582849708,0.046924425601609185
1.4405253914393457,0.006252982586342663
1.944185388797396,0.0005500282388281465
2.6227014452577686,2.8808912081823336e-05
