T_V [keV],dR/dT [v / keV s] Quench Gauss Eff
5.934008281121903e-06,317.34485434364075
7.758959299685238e-06,306.43844437045976
1.014451284115578e-05,295.57688496672745
1.3262662649976363e-05,284.9548461793289
1.7338099011953136e-05,274.54499483177557
2.2664331282629227e-05,264.313023770339
2.962473599944784e-05,254.22027234088634
3.872003332880203e-05,244.2418577412262
5.060415255037199e-05,234.36088016589758
6.613104469704878e-05,224.5624216354479
8.64157798320927e-05,214.84077655962145
0.0001129142832034,205.17952033705535
0.0001475273910549,195.54106550643033
0.0001927366377242,185.90306899109964
0.0002517814443103,176.2857664915072
0.000328890327047,166.747162466515
0.0004295825916323,157.35123637829915
0.0005610620043064,148.19686520120663
0.0007327304930888,139.41352212662335
0.0009568585072671,131.10538557743715
0.0012494598718611,123.36942673999282
0.0016314336332666,116.33114404218779
0.0021300545772042,110.0009183450605
0.0027809192262518,104.30165061982696
0.0036304870604963,99.2159136159802
0.0047393999231972,94.86858789026417
0.0061868193515288,91.33898966404064
0.0080760962680232,88.7118897853779
0.0105421858919387,87.04161608132456
0.0137613506553511,86.46362465049111
0.0179638657746969,86.9679283204293
0.0234506700060076,87.62410900732277
0.0306152070492799,87.06899916024427
0.0399721069637202,83.7128188789835
0.0521948971864641,76.32887290986922
0.0681656578539721,64.83813890035275
0.0890405130146172,50.81849596966767
0.1163361706075346,36.742200021834606
0.1520445184554333,24.585441901883097
0.1987847303553529,15.205885265436633
0.2600056862377644,8.60573073257058
0.3402561137078193,4.3774334599358475
0.445546204769238,1.9550918725861166
0.5838332336646244,0.7457116579354615
0.7656758457846073,0.2350917469429299
1.0051185041238735,0.058901818567085214
1.3208908334293166,0.011174815442034634
1.7380386423819485,0.0015113144380332706
2.290147275000015,0.00013514945910811612
3.0223774355102693,7.218872789203071e-06
