x,Curve1,Curve2,Curve3
2.1609,3.7188,,
4.1487,4.009,,
6.1459,3.1575,,
8.1533,3.7149,,
10.1507,3.6974,,
12.1355,4.8298,,
14.1583,2.5774,,
16.1529,3.9608,,
18.1455,10.3401,,
20.1536,1.4562,,
