T_V [keV],dR/dT [v / keV s] Quench Gauss Eff
5.934008281121904e-06,642.3570526266807
7.758959299683171e-06,620.3098064719145
1.0144512841155364e-05,598.3426296178421
1.32626626499752e-05,576.8494326752667
1.733809901194902e-05,555.7770891384296
2.2664331282624067e-05,535.0603117466184
2.9624735999444305e-05,514.6244187139449
3.872003332880021e-05,494.4195492795886
5.06041525503675e-05,474.41151432265946
6.613104469704113e-05,454.5701598037876
8.64157798320847e-05,434.8841124192497
0.0001129142832034,415.31982877703524
0.0001475273910549,395.8007377495758
0.0001927366377242,376.2815474385568
0.0002517814443103,356.8040909850521
0.000328890327047,337.4873212970267
0.0004295825916323,318.46243123594917
0.0005610620043064,299.9319359271846
0.0007327304930887,282.160588026499
0.0009568585072671,265.3610817643987
0.0012494598718611,249.73100481096722
0.0016314336332666,235.5259399568171
0.0021300545772042,222.7657122654867
0.0027809192262518,211.29057237932795
0.0036304870604963,201.0636021980272
0.0047393999231972,192.33966270026326
0.0061868193515288,185.28032461853172
0.0080760962680232,180.0584354074822
0.0105421858919387,176.78573323768438
0.013761350655351,175.73914419520605
0.0179638657746969,176.90154705150368
0.0234506700060076,178.38062772276123
0.0306152070492799,177.4079406439715
0.0399721069637202,170.75146392169125
0.0521948971864641,155.88943968336076
0.0681656578539721,132.62170904559926
0.0890405130146172,104.13201479868785
0.1163361706075346,75.44881025307798
0.1520445184554333,50.61324799743376
0.1987847303553529,31.3979823823285
0.2600056862377643,17.832741202850254
0.3402561137078193,9.10866399279245
0.445546204769238,4.087777720570644
0.5838332336646244,1.56763312993533
0.7656758457846073,0.49712787166583544
1.0051185041238735,0.1253038375717551
1.3208908334293168,0.023901668048866655
1.7380386423819485,0.003244439806052553
2.290147275000015,0.0002902104787283836
3.0223774355102693,1.5423828531272982e-05
